PTS_lag1,PTS_lag2,PTS_lag3,PTS_lag4,PTS_lag5,PTS_lag6,PTS_lag7,REB_lag1,REB_lag2,REB_lag3,REB_lag4,REB_lag5,REB_lag6,REB_lag7,AST_lag1,AST_lag2,AST_lag3,AST_lag4,AST_lag5,AST_lag6,AST_lag7,STL_lag1,STL_lag2,STL_lag3,STL_lag4,STL_lag5,STL_lag6,STL_lag7,BLK_lag1,BLK_lag2,BLK_lag3,BLK_lag4,BLK_lag5,BLK_lag6,BLK_lag7,TOV_lag1,TOV_lag2,TOV_lag3,TOV_lag4,TOV_lag5,TOV_lag6,TOV_lag7,FG3M_lag1,FG3M_lag2,FG3M_lag3,FG3M_lag4,FG3M_lag5,FG3M_lag6,FG3M_lag7,FG_PCT_lag1,FG_PCT_lag2,FG_PCT_lag3,FG_PCT_lag4,FG_PCT_lag5,FG_PCT_lag6,FG_PCT_lag7
4.0,20.0,12.0,5.0,11.0,8.0,10.0,3.0,7.0,2.0,6.0,3.0,5.0,11.0,3.0,2.0,2.0,1.0,4.0,5.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.143,0.538,0.429,0.222,0.3,0.273,0.3
8.0,4.0,20.0,12.0,5.0,11.0,8.0,4.0,3.0,7.0,2.0,6.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.333,0.143,0.538,0.429,0.222,0.3,0.273
6.0,8.0,4.0,20.0,12.0,5.0,11.0,9.0,4.0,3.0,7.0,2.0,6.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.333,0.333,0.143,0.538,0.429,0.222,0.3
17.0,6.0,8.0,4.0,20.0,12.0,5.0,14.0,9.0,4.0,3.0,7.0,2.0,6.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.467,0.333,0.333,0.143,0.538,0.429,0.222
20.0,17.0,6.0,8.0,4.0,20.0,12.0,7.0,14.0,9.0,4.0,3.0,7.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.636,0.467,0.333,0.333,0.143,0.538,0.429
13.0,20.0,17.0,6.0,8.0,4.0,20.0,5.0,7.0,14.0,9.0,4.0,3.0,7.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,3.0,0.417,0.636,0.467,0.333,0.333,0.143,0.538
7.0,13.0,20.0,17.0,6.0,8.0,4.0,2.0,5.0,7.0,14.0,9.0,4.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.25,0.417,0.636,0.467,0.333,0.333,0.143
10.0,7.0,13.0,20.0,17.0,6.0,8.0,9.0,2.0,5.0,7.0,14.0,9.0,4.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.4,0.25,0.417,0.636,0.467,0.333,0.333
11.0,10.0,7.0,13.0,20.0,17.0,6.0,8.0,9.0,2.0,5.0,7.0,14.0,9.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.5,0.4,0.25,0.417,0.636,0.467,0.333
14.0,11.0,10.0,7.0,13.0,20.0,17.0,7.0,8.0,9.0,2.0,5.0,7.0,14.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,0.6,0.5,0.4,0.25,0.417,0.636,0.467
14.0,14.0,11.0,10.0,7.0,13.0,20.0,6.0,7.0,8.0,9.0,2.0,5.0,7.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.333,0.6,0.5,0.4,0.25,0.417,0.636
19.0,14.0,14.0,11.0,10.0,7.0,13.0,9.0,6.0,7.0,8.0,9.0,2.0,5.0,5.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.462,0.333,0.6,0.5,0.4,0.25,0.417
11.0,19.0,14.0,14.0,11.0,10.0,7.0,5.0,9.0,6.0,7.0,8.0,9.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.571,0.462,0.333,0.6,0.5,0.4,0.25
15.0,11.0,19.0,14.0,14.0,11.0,10.0,3.0,5.0,9.0,6.0,7.0,8.0,9.0,1.0,3.0,5.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.545,0.571,0.462,0.333,0.6,0.5,0.4
12.0,15.0,11.0,19.0,14.0,14.0,11.0,6.0,3.0,5.0,9.0,6.0,7.0,8.0,5.0,1.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.3,0.545,0.571,0.462,0.333,0.6,0.5
18.0,12.0,15.0,11.0,19.0,14.0,14.0,4.0,6.0,3.0,5.0,9.0,6.0,7.0,0.0,5.0,1.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,0.538,0.3,0.545,0.571,0.462,0.333,0.6
11.0,18.0,12.0,15.0,11.0,19.0,14.0,10.0,4.0,6.0,3.0,5.0,9.0,6.0,5.0,0.0,5.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,0.455,0.538,0.3,0.545,0.571,0.462,0.333
19.0,11.0,18.0,12.0,15.0,11.0,19.0,7.0,10.0,4.0,6.0,3.0,5.0,9.0,5.0,5.0,0.0,5.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,0.538,0.455,0.538,0.3,0.545,0.571,0.462
18.0,19.0,11.0,18.0,12.0,15.0,11.0,11.0,7.0,10.0,4.0,6.0,3.0,5.0,3.0,5.0,5.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,3.0,0.667,0.538,0.455,0.538,0.3,0.545,0.571
2.0,18.0,19.0,11.0,18.0,12.0,15.0,9.0,11.0,7.0,10.0,4.0,6.0,3.0,1.0,3.0,5.0,5.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,0.083,0.667,0.538,0.455,0.538,0.3,0.545
11.0,2.0,18.0,19.0,11.0,18.0,12.0,11.0,9.0,11.0,7.0,10.0,4.0,6.0,1.0,1.0,3.0,5.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,2.0,0.286,0.083,0.667,0.538,0.455,0.538,0.3
10.0,11.0,2.0,18.0,19.0,11.0,18.0,6.0,11.0,9.0,11.0,7.0,10.0,4.0,0.0,1.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,0.571,0.286,0.083,0.667,0.538,0.455,0.538
13.0,10.0,11.0,2.0,18.0,19.0,11.0,3.0,6.0,11.0,9.0,11.0,7.0,10.0,5.0,0.0,1.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,0.4,0.571,0.286,0.083,0.667,0.538,0.455
16.0,13.0,10.0,11.0,2.0,18.0,19.0,9.0,3.0,6.0,11.0,9.0,11.0,7.0,2.0,5.0,0.0,1.0,1.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.412,0.4,0.571,0.286,0.083,0.667,0.538
11.0,16.0,13.0,10.0,11.0,2.0,18.0,9.0,9.0,3.0,6.0,11.0,9.0,11.0,2.0,2.0,5.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,0.4,0.412,0.4,0.571,0.286,0.083,0.667
6.0,11.0,16.0,13.0,10.0,11.0,2.0,7.0,9.0,9.0,3.0,6.0,11.0,9.0,1.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.125,0.4,0.412,0.4,0.571,0.286,0.083
10.0,6.0,11.0,16.0,13.0,10.0,11.0,6.0,7.0,9.0,9.0,3.0,6.0,11.0,2.0,1.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,0.357,0.125,0.4,0.412,0.4,0.571,0.286
14.0,10.0,6.0,11.0,16.0,13.0,10.0,10.0,6.0,7.0,9.0,9.0,3.0,6.0,2.0,2.0,1.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,0.429,0.357,0.125,0.4,0.412,0.4,0.571
11.0,14.0,10.0,6.0,11.0,16.0,13.0,6.0,10.0,6.0,7.0,9.0,9.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,0.333,0.429,0.357,0.125,0.4,0.412,0.4
4.0,11.0,14.0,10.0,6.0,11.0,16.0,2.0,6.0,10.0,6.0,7.0,9.0,9.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.333,0.333,0.429,0.357,0.125,0.4,0.412
9.0,4.0,11.0,14.0,10.0,6.0,11.0,6.0,2.0,6.0,10.0,6.0,7.0,9.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,0.231,0.333,0.333,0.429,0.357,0.125,0.4
3.0,9.0,4.0,11.0,14.0,10.0,6.0,1.0,6.0,2.0,6.0,10.0,6.0,7.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.5,0.231,0.333,0.333,0.429,0.357,0.125
22.0,3.0,9.0,4.0,11.0,14.0,10.0,7.0,1.0,6.0,2.0,6.0,10.0,6.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,0.421,0.5,0.231,0.333,0.333,0.429,0.357
10.0,22.0,3.0,9.0,4.0,11.0,14.0,3.0,7.0,1.0,6.0,2.0,6.0,10.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,0.364,0.421,0.5,0.231,0.333,0.333,0.429
9.0,10.0,22.0,3.0,9.0,4.0,11.0,4.0,3.0,7.0,1.0,6.0,2.0,6.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,0.25,0.364,0.421,0.5,0.231,0.333,0.333
21.0,9.0,10.0,22.0,3.0,9.0,4.0,5.0,4.0,3.0,7.0,1.0,6.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,0.667,0.25,0.364,0.421,0.5,0.231,0.333
10.0,21.0,9.0,10.0,22.0,3.0,9.0,14.0,5.0,4.0,3.0,7.0,1.0,6.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,2.0,0.313,0.667,0.25,0.364,0.421,0.5,0.231
16.0,10.0,21.0,9.0,10.0,22.0,3.0,11.0,14.0,5.0,4.0,3.0,7.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,0.263,0.313,0.667,0.25,0.364,0.421,0.5
8.0,16.0,10.0,21.0,9.0,10.0,22.0,7.0,11.0,14.0,5.0,4.0,3.0,7.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,4.0,0.222,0.263,0.313,0.667,0.25,0.364,0.421
19.0,8.0,16.0,10.0,21.0,9.0,10.0,5.0,7.0,11.0,14.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,0.583,0.222,0.263,0.313,0.667,0.25,0.364
34.0,19.0,8.0,16.0,10.0,21.0,9.0,6.0,5.0,7.0,11.0,14.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,3.0,1.0,0.0,5.0,3.0,1.0,2.0,0.0,2.0,1.0,0.429,0.583,0.222,0.263,0.313,0.667,0.25
20.0,34.0,19.0,8.0,16.0,10.0,21.0,4.0,6.0,5.0,7.0,11.0,14.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,0.438,0.429,0.583,0.222,0.263,0.313,0.667
22.0,20.0,34.0,19.0,8.0,16.0,10.0,9.0,4.0,6.0,5.0,7.0,11.0,14.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,3.0,4.0,3.0,5.0,3.0,1.0,2.0,0.0,0.5,0.438,0.429,0.583,0.222,0.263,0.313
19.0,22.0,20.0,34.0,19.0,8.0,16.0,10.0,9.0,4.0,6.0,5.0,7.0,11.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,4.0,0.0,3.0,4.0,3.0,5.0,3.0,1.0,2.0,0.467,0.5,0.438,0.429,0.583,0.222,0.263
8.0,19.0,22.0,20.0,34.0,19.0,8.0,5.0,10.0,9.0,4.0,6.0,5.0,7.0,1.0,2.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,5.0,3.0,2.0,0.0,2.0,4.0,4.0,0.0,3.0,4.0,3.0,5.0,3.0,1.0,0.3,0.467,0.5,0.438,0.429,0.583,0.222
16.0,8.0,19.0,22.0,20.0,34.0,19.0,5.0,5.0,10.0,9.0,4.0,6.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,3.0,4.0,3.0,5.0,3.0,0.316,0.3,0.467,0.5,0.438,0.429,0.583
