PTS_lag1,PTS_lag2,PTS_lag3,PTS_lag4,PTS_lag5,PTS_lag6,PTS_lag7,REB_lag1,REB_lag2,REB_lag3,REB_lag4,REB_lag5,REB_lag6,REB_lag7,AST_lag1,AST_lag2,AST_lag3,AST_lag4,AST_lag5,AST_lag6,AST_lag7,STL_lag1,STL_lag2,STL_lag3,STL_lag4,STL_lag5,STL_lag6,STL_lag7,BLK_lag1,BLK_lag2,BLK_lag3,BLK_lag4,BLK_lag5,BLK_lag6,BLK_lag7,TOV_lag1,TOV_lag2,TOV_lag3,TOV_lag4,TOV_lag5,TOV_lag6,TOV_lag7,FG3M_lag1,FG3M_lag2,FG3M_lag3,FG3M_lag4,FG3M_lag5,FG3M_lag6,FG3M_lag7,FG_PCT_lag1,FG_PCT_lag2,FG_PCT_lag3,FG_PCT_lag4,FG_PCT_lag5,FG_PCT_lag6,FG_PCT_lag7
2.0,24.0,14.0,6.0,18.0,15.0,10.0,6.0,7.0,6.0,2.0,7.0,9.0,1.0,3.0,2.0,2.0,6.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.167,0.643,0.571,0.167,0.615,0.667,0.571
17.0,2.0,24.0,14.0,6.0,18.0,15.0,8.0,6.0,7.0,6.0,2.0,7.0,9.0,3.0,3.0,2.0,2.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.5,0.167,0.643,0.571,0.167,0.615,0.667
12.0,17.0,2.0,24.0,14.0,6.0,18.0,2.0,8.0,6.0,7.0,6.0,2.0,7.0,1.0,3.0,3.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.571,0.5,0.167,0.643,0.571,0.167,0.615
7.0,12.0,17.0,2.0,24.0,14.0,6.0,3.0,2.0,8.0,6.0,7.0,6.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.429,0.571,0.5,0.167,0.643,0.571,0.167
13.0,7.0,12.0,17.0,2.0,24.0,14.0,6.0,3.0,2.0,8.0,6.0,7.0,6.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.857,0.429,0.571,0.5,0.167,0.643,0.571
8.0,13.0,7.0,12.0,17.0,2.0,24.0,2.0,6.0,3.0,2.0,8.0,6.0,7.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.222,0.857,0.429,0.571,0.5,0.167,0.643
16.0,8.0,13.0,7.0,12.0,17.0,2.0,6.0,2.0,6.0,3.0,2.0,8.0,6.0,3.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.625,0.222,0.857,0.429,0.571,0.5,0.167
9.0,16.0,8.0,13.0,7.0,12.0,17.0,4.0,6.0,2.0,6.0,3.0,2.0,8.0,0.0,3.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.75,0.625,0.222,0.857,0.429,0.571,0.5
19.0,9.0,16.0,8.0,13.0,7.0,12.0,0.0,4.0,6.0,2.0,6.0,3.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.857,0.75,0.625,0.222,0.857,0.429,0.571
3.0,19.0,9.0,16.0,8.0,13.0,7.0,2.0,0.0,4.0,6.0,2.0,6.0,3.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.125,0.857,0.75,0.625,0.222,0.857,0.429
13.0,3.0,19.0,9.0,16.0,8.0,13.0,3.0,2.0,0.0,4.0,6.0,2.0,6.0,2.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.5,0.125,0.857,0.75,0.625,0.222,0.857
6.0,13.0,3.0,19.0,9.0,16.0,8.0,2.0,3.0,2.0,0.0,4.0,6.0,2.0,4.0,2.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.333,0.5,0.125,0.857,0.75,0.625,0.222
15.0,6.0,13.0,3.0,19.0,9.0,16.0,6.0,2.0,3.0,2.0,0.0,4.0,6.0,1.0,4.0,2.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.857,0.333,0.5,0.125,0.857,0.75,0.625
11.0,15.0,6.0,13.0,3.0,19.0,9.0,3.0,6.0,2.0,3.0,2.0,0.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.667,0.857,0.333,0.5,0.125,0.857,0.75
6.0,11.0,15.0,6.0,13.0,3.0,19.0,3.0,3.0,6.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.3,0.667,0.857,0.333,0.5,0.125,0.857
7.0,6.0,11.0,15.0,6.0,13.0,3.0,4.0,3.0,3.0,6.0,2.0,3.0,2.0,12.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.222,0.3,0.667,0.857,0.333,0.5,0.125
11.0,7.0,6.0,11.0,15.0,6.0,13.0,3.0,4.0,3.0,3.0,6.0,2.0,3.0,7.0,12.0,2.0,3.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.5,0.222,0.3,0.667,0.857,0.333,0.5
9.0,11.0,7.0,6.0,11.0,15.0,6.0,10.0,3.0,4.0,3.0,3.0,6.0,2.0,4.0,7.0,12.0,2.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.222,0.5,0.222,0.3,0.667,0.857,0.333
9.0,9.0,11.0,7.0,6.0,11.0,15.0,2.0,10.0,3.0,4.0,3.0,3.0,6.0,7.0,4.0,7.0,12.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6,0.222,0.5,0.222,0.3,0.667,0.857
18.0,9.0,9.0,11.0,7.0,6.0,11.0,7.0,2.0,10.0,3.0,4.0,3.0,3.0,2.0,7.0,4.0,7.0,12.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.615,0.6,0.222,0.5,0.222,0.3,0.667
24.0,18.0,9.0,9.0,11.0,7.0,6.0,5.0,7.0,2.0,10.0,3.0,4.0,3.0,4.0,2.0,7.0,4.0,7.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.615,0.6,0.222,0.5,0.222,0.3
25.0,24.0,18.0,9.0,9.0,11.0,7.0,5.0,5.0,7.0,2.0,10.0,3.0,4.0,2.0,4.0,2.0,7.0,4.0,7.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.647,0.6,0.615,0.6,0.222,0.5,0.222
9.0,25.0,24.0,18.0,9.0,9.0,11.0,5.0,5.0,5.0,7.0,2.0,10.0,3.0,2.0,2.0,4.0,2.0,7.0,4.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.308,0.647,0.6,0.615,0.6,0.222,0.5
27.0,9.0,25.0,24.0,18.0,9.0,9.0,3.0,5.0,5.0,5.0,7.0,2.0,10.0,1.0,2.0,2.0,4.0,2.0,7.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0,1.0,1.0,1.0,0.6,0.308,0.647,0.6,0.615,0.6,0.222
5.0,27.0,9.0,25.0,24.0,18.0,9.0,2.0,3.0,5.0,5.0,5.0,7.0,2.0,0.0,1.0,2.0,2.0,4.0,2.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,2.0,4.0,1.0,1.0,0.667,0.6,0.308,0.647,0.6,0.615,0.6
17.0,5.0,27.0,9.0,25.0,24.0,18.0,7.0,2.0,3.0,5.0,5.0,5.0,7.0,4.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,7.0,1.0,2.0,4.0,1.0,0.5,0.667,0.6,0.308,0.647,0.6,0.615
38.0,17.0,5.0,27.0,9.0,25.0,24.0,6.0,7.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,7.0,1.0,2.0,4.0,0.609,0.5,0.667,0.6,0.308,0.647,0.6
26.0,38.0,17.0,5.0,27.0,9.0,25.0,11.0,6.0,7.0,2.0,3.0,5.0,5.0,0.0,3.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,0.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,7.0,1.0,2.0,0.643,0.609,0.5,0.667,0.6,0.308,0.647
23.0,26.0,38.0,17.0,5.0,27.0,9.0,3.0,11.0,6.0,7.0,2.0,3.0,5.0,4.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,7.0,1.0,0.6,0.643,0.609,0.5,0.667,0.6,0.308
13.0,23.0,26.0,38.0,17.0,5.0,27.0,4.0,3.0,11.0,6.0,7.0,2.0,3.0,8.0,4.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,7.0,0.556,0.6,0.643,0.609,0.5,0.667,0.6
7.0,13.0,23.0,26.0,38.0,17.0,5.0,2.0,4.0,3.0,11.0,6.0,7.0,2.0,1.0,8.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,0.5,0.556,0.6,0.643,0.609,0.5,0.667
6.0,7.0,13.0,23.0,26.0,38.0,17.0,5.0,2.0,4.0,3.0,11.0,6.0,7.0,5.0,1.0,8.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,4.0,7.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,0.5,0.5,0.556,0.6,0.643,0.609,0.5
30.0,6.0,7.0,13.0,23.0,26.0,38.0,8.0,5.0,2.0,4.0,3.0,11.0,6.0,5.0,5.0,1.0,8.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,4.0,7.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,0.6,0.5,0.5,0.556,0.6,0.643,0.609
15.0,30.0,6.0,7.0,13.0,23.0,26.0,2.0,8.0,5.0,2.0,4.0,3.0,11.0,8.0,5.0,5.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,0.5,0.6,0.5,0.5,0.556,0.6,0.643
5.0,15.0,30.0,6.0,7.0,13.0,23.0,3.0,2.0,8.0,5.0,2.0,4.0,3.0,4.0,8.0,5.0,5.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.4,0.5,0.6,0.5,0.5,0.556,0.6
21.0,5.0,15.0,30.0,6.0,7.0,13.0,3.0,3.0,2.0,8.0,5.0,2.0,4.0,5.0,4.0,8.0,5.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.563,0.4,0.5,0.6,0.5,0.5,0.556
33.0,21.0,5.0,15.0,30.0,6.0,7.0,5.0,3.0,3.0,2.0,8.0,5.0,2.0,0.0,5.0,4.0,8.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,0.565,0.563,0.4,0.5,0.6,0.5,0.5
18.0,33.0,21.0,5.0,15.0,30.0,6.0,7.0,5.0,3.0,3.0,2.0,8.0,5.0,3.0,0.0,5.0,4.0,8.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.538,0.565,0.563,0.4,0.5,0.6,0.5
25.0,18.0,33.0,21.0,5.0,15.0,30.0,8.0,7.0,5.0,3.0,3.0,2.0,8.0,1.0,3.0,0.0,5.0,4.0,8.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.571,0.538,0.565,0.563,0.4,0.5,0.6
14.0,25.0,18.0,33.0,21.0,5.0,15.0,6.0,8.0,7.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,5.0,4.0,8.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.385,0.571,0.538,0.565,0.563,0.4,0.5
15.0,14.0,25.0,18.0,33.0,21.0,5.0,7.0,6.0,8.0,7.0,5.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.375,0.385,0.571,0.538,0.565,0.563,0.4
14.0,15.0,14.0,25.0,18.0,33.0,21.0,6.0,7.0,6.0,8.0,7.0,5.0,3.0,5.0,0.0,1.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.556,0.375,0.385,0.571,0.538,0.565,0.563
23.0,14.0,15.0,14.0,25.0,18.0,33.0,4.0,6.0,7.0,6.0,8.0,7.0,5.0,2.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.636,0.556,0.375,0.385,0.571,0.538,0.565
19.0,23.0,14.0,15.0,14.0,25.0,18.0,5.0,4.0,6.0,7.0,6.0,8.0,7.0,1.0,2.0,5.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.563,0.636,0.556,0.375,0.385,0.571,0.538
22.0,19.0,23.0,14.0,15.0,14.0,25.0,4.0,5.0,4.0,6.0,7.0,6.0,8.0,5.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.563,0.563,0.636,0.556,0.375,0.385,0.571
22.0,22.0,19.0,23.0,14.0,15.0,14.0,14.0,4.0,5.0,4.0,6.0,7.0,6.0,1.0,5.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.467,0.563,0.563,0.636,0.556,0.375,0.385
10.0,22.0,22.0,19.0,23.0,14.0,15.0,5.0,14.0,4.0,5.0,4.0,6.0,7.0,1.0,1.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,0.25,0.467,0.563,0.563,0.636,0.556,0.375
