PTS_lag1,PTS_lag2,PTS_lag3,PTS_lag4,PTS_lag5,PTS_lag6,PTS_lag7,REB_lag1,REB_lag2,REB_lag3,REB_lag4,REB_lag5,REB_lag6,REB_lag7,AST_lag1,AST_lag2,AST_lag3,AST_lag4,AST_lag5,AST_lag6,AST_lag7,STL_lag1,STL_lag2,STL_lag3,STL_lag4,STL_lag5,STL_lag6,STL_lag7,BLK_lag1,BLK_lag2,BLK_lag3,BLK_lag4,BLK_lag5,BLK_lag6,BLK_lag7,TOV_lag1,TOV_lag2,TOV_lag3,TOV_lag4,TOV_lag5,TOV_lag6,TOV_lag7,FG3M_lag1,FG3M_lag2,FG3M_lag3,FG3M_lag4,FG3M_lag5,FG3M_lag6,FG3M_lag7,FG_PCT_lag1,FG_PCT_lag2,FG_PCT_lag3,FG_PCT_lag4,FG_PCT_lag5,FG_PCT_lag6,FG_PCT_lag7
5.0,2.0,3.0,12.0,12.0,9.0,12.0,5.0,0.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,0.333,0.5,0.2,0.286,0.667,0.5,0.667
18.0,5.0,2.0,3.0,12.0,12.0,9.0,2.0,5.0,0.0,2.0,5.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,4.0,3.0,0.667,0.333,0.5,0.2,0.286,0.667,0.5
5.0,18.0,5.0,2.0,3.0,12.0,12.0,3.0,2.0,5.0,0.0,2.0,5.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,0.286,0.667,0.333,0.5,0.2,0.286,0.667
9.0,5.0,18.0,5.0,2.0,3.0,12.0,6.0,3.0,2.0,5.0,0.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,1.0,0.0,1.0,4.0,0.75,0.286,0.667,0.333,0.5,0.2,0.286
9.0,9.0,5.0,18.0,5.0,2.0,3.0,1.0,6.0,3.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,5.0,1.0,0.0,1.0,0.429,0.75,0.286,0.667,0.333,0.5,0.2
13.0,9.0,9.0,5.0,18.0,5.0,2.0,1.0,1.0,6.0,3.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,5.0,1.0,0.0,0.5,0.429,0.75,0.286,0.667,0.333,0.5
11.0,13.0,9.0,9.0,5.0,18.0,5.0,3.0,1.0,1.0,6.0,3.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,0.5,0.429,0.75,0.286,0.667,0.333
6.0,11.0,13.0,9.0,9.0,5.0,18.0,4.0,3.0,1.0,1.0,6.0,3.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,0.182,1.0,0.5,0.429,0.75,0.286,0.667
6.0,6.0,11.0,13.0,9.0,9.0,5.0,2.0,4.0,3.0,1.0,1.0,6.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,0.5,0.182,1.0,0.5,0.429,0.75,0.286
6.0,6.0,6.0,11.0,13.0,9.0,9.0,1.0,2.0,4.0,3.0,1.0,1.0,6.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,0.5,0.182,1.0,0.5,0.429,0.75
9.0,6.0,6.0,6.0,11.0,13.0,9.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.333,1.0,0.5,0.182,1.0,0.5,0.429
9.0,9.0,6.0,6.0,6.0,11.0,13.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,0.5,0.333,1.0,0.5,0.182,1.0,0.5
9.0,9.0,9.0,6.0,6.0,6.0,11.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,0.6,0.5,0.333,1.0,0.5,0.182,1.0
0.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.6,0.5,0.333,1.0,0.5,0.182
6.0,0.0,9.0,9.0,9.0,6.0,6.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,6.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,0.286,0.0,0.6,0.5,0.333,1.0,0.5
10.0,6.0,0.0,9.0,9.0,9.0,6.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,6.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,0.375,0.286,0.0,0.6,0.5,0.333,1.0
8.0,10.0,6.0,0.0,9.0,9.0,9.0,6.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,0.375,0.375,0.286,0.0,0.6,0.5,0.333
5.0,8.0,10.0,6.0,0.0,9.0,9.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,0.5,0.375,0.375,0.286,0.0,0.6,0.5
9.0,5.0,8.0,10.0,6.0,0.0,9.0,2.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,0.5,0.5,0.375,0.375,0.286,0.0,0.6
21.0,9.0,5.0,8.0,10.0,6.0,0.0,2.0,2.0,2.0,6.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,2.0,1.0,2.0,0.0,0.538,0.5,0.5,0.375,0.375,0.286,0.0
5.0,21.0,9.0,5.0,8.0,10.0,6.0,0.0,2.0,2.0,2.0,6.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,3.0,1.0,2.0,1.0,2.0,0.667,0.538,0.5,0.5,0.375,0.375,0.286
14.0,5.0,21.0,9.0,5.0,8.0,10.0,1.0,0.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,7.0,3.0,1.0,2.0,1.0,0.556,0.667,0.538,0.5,0.5,0.375,0.375
0.0,14.0,5.0,21.0,9.0,5.0,8.0,3.0,1.0,0.0,2.0,2.0,2.0,6.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,7.0,3.0,1.0,2.0,0.0,0.556,0.667,0.538,0.5,0.5,0.375
6.0,0.0,14.0,5.0,21.0,9.0,5.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,7.0,3.0,1.0,0.4,0.0,0.556,0.667,0.538,0.5,0.5
16.0,6.0,0.0,14.0,5.0,21.0,9.0,4.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,1.0,7.0,3.0,0.385,0.4,0.0,0.556,0.667,0.538,0.5
2.0,16.0,6.0,0.0,14.0,5.0,21.0,5.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,1.0,7.0,0.0,0.385,0.4,0.0,0.556,0.667,0.538
6.0,2.0,16.0,6.0,0.0,14.0,5.0,4.0,5.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,1.0,0.5,0.0,0.385,0.4,0.0,0.556,0.667
0.0,6.0,2.0,16.0,6.0,0.0,14.0,2.0,4.0,5.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,0.0,0.5,0.0,0.385,0.4,0.0,0.556
14.0,0.0,6.0,2.0,16.0,6.0,0.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,2.0,0.0,0.625,0.0,0.5,0.0,0.385,0.4,0.0
2.0,14.0,0.0,6.0,2.0,16.0,6.0,1.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,2.0,0.25,0.625,0.0,0.5,0.0,0.385,0.4
8.0,2.0,14.0,0.0,6.0,2.0,16.0,2.0,1.0,3.0,2.0,4.0,5.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,4.0,0.429,0.25,0.625,0.0,0.5,0.0,0.385
2.0,8.0,2.0,14.0,0.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.2,0.429,0.25,0.625,0.0,0.5,0.0
11.0,2.0,8.0,2.0,14.0,0.0,6.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.429,0.2,0.429,0.25,0.625,0.0,0.5
5.0,11.0,2.0,8.0,2.0,14.0,0.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.25,0.429,0.2,0.429,0.25,0.625,0.0
9.0,5.0,11.0,2.0,8.0,2.0,14.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,0.375,0.25,0.429,0.2,0.429,0.25,0.625
9.0,9.0,5.0,11.0,2.0,8.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.375,0.375,0.25,0.429,0.2,0.429,0.25
9.0,9.0,9.0,5.0,11.0,2.0,8.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,0.333,0.375,0.375,0.25,0.429,0.2,0.429
5.0,9.0,9.0,9.0,5.0,11.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.333,0.333,0.375,0.375,0.25,0.429,0.2
12.0,5.0,9.0,9.0,9.0,5.0,11.0,5.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,0.5,0.333,0.333,0.375,0.375,0.25,0.429
6.0,12.0,5.0,9.0,9.0,9.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,0.5,0.5,0.333,0.333,0.375,0.375,0.25
6.0,6.0,12.0,5.0,9.0,9.0,9.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,0.333,0.5,0.5,0.333,0.333,0.375,0.375
8.0,6.0,6.0,12.0,5.0,9.0,9.0,4.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,0.375,0.333,0.5,0.5,0.333,0.333,0.375
18.0,8.0,6.0,6.0,12.0,5.0,9.0,2.0,4.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,2.0,4.0,1.0,3.0,0.667,0.375,0.333,0.5,0.5,0.333,0.333
0.0,18.0,8.0,6.0,6.0,12.0,5.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,4.0,1.0,0.0,0.667,0.375,0.333,0.5,0.5,0.333
2.0,0.0,18.0,8.0,6.0,6.0,12.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,4.0,0.333,0.0,0.667,0.375,0.333,0.5,0.5
6.0,2.0,0.0,18.0,8.0,6.0,6.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,2.0,0.4,0.333,0.0,0.667,0.375,0.333,0.5
3.0,6.0,2.0,0.0,18.0,8.0,6.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,6.0,2.0,1.0,0.5,0.4,0.333,0.0,0.667,0.375,0.333
6.0,3.0,6.0,2.0,0.0,18.0,8.0,1.0,0.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,6.0,2.0,0.286,0.5,0.4,0.333,0.0,0.667,0.375
